OBJECTID,ZONING_WEB_URL,ZONING_CHANGE_NARRATIVE,ZONING_STATUS,ZONING_LABEL,ZONE_DESCRIPTION,OLD_ZONING,ZONE_DISTRICT,GLOBALID,ZONING,SHAPEAREA,SHAPELEN
152033,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/reed-cooke/rc-2/,"Official Digital Zoning Map of July 1, 2010",Final,RC-2,Permits moderate density mixed-use development at a limited height with an emphasis on housing,RC/C-2-A,Special Purpose Zone,,,0,0
152034,http://handbook.dcoz.dc.gov/zones/production-distribution-and-repair/pdr-1/,"Misc map corrections in Square 4347 on March 27, 2012",Final,PDR-1,"Permits moderate density commercial and production, distribution, and repair activities requiring some heavy machinery",LO/C-M-1,"Production, Distribution, and Repair Zone",,,0,0
152035,http://handbook.dcoz.dc.gov/zones/residential/R-1-B/,"Fixed mapping error to in Square 1964 on March 16, 2012 to match DCGIS Baist Map",Final,R-1-B,Provides areas predominantly developed with detached houses on moderately sized lots.,D/R-1-B,Residential Zone,,,0,0
152036,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/st-elizabeths-east-campus/ste-7/,Created by ZC # 12-08 on 4/3/2013,Final,StE-7,Supports the St. Elizabeth's Campus Master Plan.,StE-7,Special Purpose Zone,,,0,0
152037,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/st-elizabeths-east-campus/ste-8/,Created by ZC # 12-08 on 4/3/2013,Final,StE-8,Supports the St. Elizabeth's Campus Master Plan.,StE-8,Special Purpose Zone,,,0,0
152038,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/st-elizabeths-east-campus/ste-10/,Created by ZC # 12-08 on 4/3/2013,Final,StE-10,Supports the St. Elizabeth's Campus Master Plan.,StE-10,Special Purpose Zone,,,0,0
152039,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/st-elizabeths-east-campus/ste-14/,Created by ZC # 12-08 on 4/3/2013,Final,StE-14,Supports the St. Elizabeth's Campus Master Plan.,StE-14,Special Purpose Zone,,,0,0
152040,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/st-elizabeths-east-campus/ste-17/,Created by ZC # 12-08 on 4/3/2013,Final,StE-17,Supports the St. Elizabeth's Campus Master Plan.,StE-17,Special Purpose Zone,,,0,0
152041,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/st-elizabeths-east-campus/ste-16/,Created by ZC # 12-08 on 4/3/2013,Final,StE-16,Supports the St. Elizabeth's Campus Master Plan.,StE-16,Special Purpose Zone,,,0,0
152042,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/st-elizabeths-east-campus/ste-18/,Created by ZC # 12-08 on 4/3/2013,Final,StE-18,Supports the St. Elizabeth's Campus Master Plan.,StE-18,Special Purpose Zone,,,0,0
152043,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/st-elizabeths-east-campus/ste-15/,Created by ZC # 12-08 on 4/3/2013,Final,StE-15,Supports the St. Elizabeth's Campus Master Plan.,StE-15,Special Purpose Zone,,,0,0
152044,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/st-elizabeths-east-campus/ste-13/,Created by ZC # 12-08 on 4/3/2013,Final,StE-13,Supports the St. Elizabeth's Campus Master Plan.,StE-13,Special Purpose Zone,,,0,0
152045,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/st-elizabeths-east-campus/ste-12/,Created by ZC # 12-08 on 4/3/2013,Final,StE-12,Supports the St. Elizabeth's Campus Master Plan.,StE-12,Special Purpose Zone,,,0,0
151970,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-8/,"Official Digital Zoning Map of July 1, 2010",Final,MU-8,Permit medium-density mixed-use development with a focus on employment,C-3-B,Mixed-Use Zone,,,0,0
151971,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-3/,"Official Digital Zoning Map of July 1, 2010",Final,MU-3A,Permits low density mixed use development ,C-1,Mixed-Use Zone,,,0,0
151972,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,"Misc map corrections in Square 5951 on April 2, 2012",Final,MU-4,Permits moderate density mixed use development,C-2-A,Mixed-Use Zone,,,0,0
151973,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-4/,"Official Digital Zoning Map of July 1, 2010",Final,RA-4,Permits medium to high-desnity apartments,R-5-D,Residential Apartment Zone,,,0,0
151974,http://handbook.dcoz.dc.gov/zones/production-distribution-and-repair/pdr-4/,"Official Digital Zoning Map of July 1, 2010",Final,PDR-4,"Permits high density commercial and production, distribution, and repair activities requiring some heavy machinery, minimizing non-industrial uses",M,"Production, Distribution, and Repair Zone",,,0,0
151975,http://handbook.dcoz.dc.gov/zones/residential/R-1-A/,"Official Digital Zoning Map of July 1, 2010",Final,R-1-A,Provides areas predominantly developed with detached houses on large lots.,R-1-A,Residential Zone,,,0,0
151977,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-3/,"Official Digital Zoning Map of July 1, 2010",Final,MU-3A,Permits low density mixed use development ,C-1,Mixed-Use Zone,,,0,0
151978,http://handbook.dcoz.dc.gov/zones/production-distribution-and-repair/pdr-1/,"Official Digital Zoning Map of July 1, 2010",Final,PDR-1,"Permits moderate density commercial and production, distribution, and repair activities requiring some heavy machinery",C-M-1,"Production, Distribution, and Repair Zone",,,0,0
151979,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-14/,"Official Digital Zoning Map of July 1, 2010",Final,MU-14,Permits high density mixed-use development in the vicinity of the waterfront,W-3,Mixed-Use Zone,,,0,0
151980,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-11/,"Official Digital Zoning Map of July 1, 2010",Final,MU-11,"Permits open space, park, and low-density and low-height waterfront-oriented retail and arts uses",W-0,Mixed-Use Zone,,,0,0
151976,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-11/,"Official Digital Zoning Map of July 1, 2010",Final,MU-11,"Permits open space, park, and low-density and low-height waterfront-oriented retail and arts uses",W-0,Mixed-Use Zone,,,0,0
151981,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/hill-east/he-3/,"Official Digital Zoning Map of July 1, 2010",Final,HE-3,Supports the Development of Federal Reservation 13,HE-3,Special Purpose Zone,,,0,0
151982,http://handbook.dcoz.dc.gov/zones/production-distribution-and-repair/pdr-1/,"Official Digital Zoning Map of July 1, 2010",Final,PDR-1,"Permits moderate density commercial and production, distribution, and repair activities requiring some heavy machinery",C-M-1,"Production, Distribution, and Repair Zone",,,0,0
151983,http://handbook.dcoz.dc.gov/zones/production-distribution-and-repair/pdr-1/,"Zoning corrections made in Square 4273 on March 27, 2012 to match official zoning records",Final,PDR-1,"Permits moderate density commercial and production, distribution, and repair activities requiring some heavy machinery",C-M-1,"Production, Distribution, and Repair Zone",,,0,0
151984,http://handbook.dcoz.dc.gov/zones/production-distribution-and-repair/pdr-4/,"Official Digital Zoning Map of July 1, 2010",Final,PDR-4,"Permits high density commercial and production, distribution, and repair activities requiring some heavy machinery, minimizing non-industrial uses",M,"Production, Distribution, and Repair Zone",,,0,0
151985,http://handbook.dcoz.dc.gov/zones/residential/R-1-B/,"Updated, to add sq3187, lot 37 mistakenly removed; Misc map corrections in Square 3710 on April 26, 2012",Final,R-1-B,Provides areas predominantly developed with detached houses on moderately sized lots.,R-1-B,Residential Zone,,,0,0
151986,http://handbook.dcoz.dc.gov/zones/residential/R-1-B/,"Official Digital Zoning Map of July 1, 2010",Final,R-1-B,Provides areas predominantly developed with detached houses on moderately sized lots.,R-1-B,Residential Zone,,,0,0
151987,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-3/,"Fixed to include 120,123, 125. 08-12A",Final,MU-3A,Permits low density mixed use development ,C-1,Mixed-Use Zone,,,0,0
151988,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-4/,"Official Digital Zoning Map of July 1, 2010",Final,RA-4,Permits medium to high-desnity apartments,R-5-D,Residential Apartment Zone,,,0,0
151989,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-7/,"Fixed zoning boundary in Square 2674 on March 19, 2012 to match official zoning records; ZC 01-15 Apr 27, 2012",Final,MU-7,Permits medium density mixed-use development,C-3-A,Mixed-Use Zone,,,0,0
151990,http://handbook.dcoz.dc.gov/zones/residential/R-1-A/,"Fixed Mapping error in Square 1346 on March 14, 2012; ZC 90-5",Final,R-1-A,Provides areas predominantly developed with detached houses on large lots.,R-1-A,Residential Zone,,,0,0
151991,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-4/,"Official Digital Zoning Map of July 1, 2010",Final,RA-4,Permits medium to high-desnity apartments,R-5-D,Residential Apartment Zone,,,0,0
151992,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-3/,"Official Digital Zoning Map of July 1, 2010",Final,MU-3A,Permits low density mixed use development ,C-1,Mixed-Use Zone,,,0,0
151993,http://handbook.dcoz.dc.gov/zones/residential/R-1-B/,"Official Digital Zoning Map of July 1, 2010",Final,R-1-B,Provides areas predominantly developed with detached houses on moderately sized lots.,R-1-B,Residential Zone,,,0,0
151994,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-10/,"Correction made on Feb 27, 2012 to match DCGIS Baist Map ",Final,MU-10,Permits medium to high density mixed-use development with a balance of uses ,CR,Mixed-Use Zone,,,0,0
151995,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,"Official Digital Zoning Map of July 1, 2010",Final,MU-4,Permits moderate density mixed use development,C-2-A,Mixed-Use Zone,,,0,0
151996,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-4/,Changed Zoning Boundary to run along the center line of the alley in Square 0152 between lots 196 and 186,Final,RA-4,Permits medium to high-desnity apartments,R-5-D,Residential Apartment Zone,,,0,0
151998,http://handbook.dcoz.dc.gov/,"Fixed Zoning Boundary to match DCGIS Baist Map on March 14, 2012; Misc map corrections in Square 1427 & 1521 on April 17, 2012",Final,UNZONED,,UNZONED,Unzoned,,,0,0
151999,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,"Official Digital Zoning Map of July 1, 2010",Final,MU-4,Permits moderate density mixed use development,C-2-A,Mixed-Use Zone,,,0,0
152000,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-4/,"Fixed mapping error in Square 0175 between Lots 2 and 23 on March 1, 2012, Fixed zoning boundary in Square 2571 on March 19, 2012 to match official zoning records.  Map Amendment, ZC Case Order 11-08, 3/9/2012.",Final,RA-4,Permits medium to high-desnity apartments,R-5-D,Residential Apartment Zone,,,0,0
152001,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-4/,"Official Digital Zoning Map of July 1, 2010",Final,RA-4,Permits medium to high-desnity apartments,R-5-D,Residential Apartment Zone,,,0,0
151997,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-7/,"Fixed mapping error to in Square 1964 on March 16, 2012 to match DCGIS Baist Map",Final,MU-7,Permits medium density mixed-use development,C-3-A,Mixed-Use Zone,,,0,0
152002,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-5A/,"Official Digital Zoning Map of July 1, 2010",Final,MU-5A,"Permits medium density, compact mixed-use development with an emphasis on residential use",C-2-B,Mixed-Use Zone,,,0,0
152003,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,"Misc map corrections on March 7,2012 in Square 0507 b/w lots 818 & 94 and in Square 0614 b/w lots 115 & 51;Miscellaneous map correction in Square 3093, 3094, 3095 on March 23, 2012; Sq. 3103 Lot 800 added via ZC10-14 on 2/14/13",Final,MU-4,Permits moderate density mixed use development,C-2-A,Mixed-Use Zone,,,0,0
152004,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-10/,Updated to include changes from Order 03-05,Final,MU-10,Permits medium to high density mixed-use development with a balance of uses ,CR,Mixed-Use Zone,,,0,0
152005,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-11/,"Official Digital Zoning Map of July 1, 2010",Final,MU-11,"Permits open space, park, and low-density and low-height waterfront-oriented retail and arts uses",W-0,Mixed-Use Zone,,,0,0
152006,http://handbook.dcoz.dc.gov/zones/residential/R-1-A/,"Misc map corrections in Square 2234 on Apr 27, 2012",Final,R-1-A,Provides areas predominantly developed with detached houses on large lots.,R-1-A,Residential Zone,,,0,0
152007,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-5A/,"Official Digital Zoning Map of July 1, 2010",Final,MU-5A,"Permits medium density, compact mixed-use development with an emphasis on residential use",C-2-B,Mixed-Use Zone,,,0,0
152008,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-4/,"Official Digital Zoning Map of July 1, 2010",Final,RA-4,Permits medium to high-desnity apartments,R-5-D,Residential Apartment Zone,,,0,0
152009,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-3/,"Fixed zoning boundary in alley in Squares 1859, 1868 on March 15, 2012",Final,MU-3A,Permits low density mixed use development ,C-1,Mixed-Use Zone,,,0,0
152010,http://handbook.dcoz.dc.gov/zones/residential/R-1-A/,"Official Digital Zoning Map of July 1, 2010",Final,R-1-A,Provides areas predominantly developed with detached houses on large lots.,R-1-A,Residential Zone,,,0,0
152011,http://handbook.dcoz.dc.gov/,"Fixed mapping error in Square 1454 & 1455 on March 14, 2012 by aligning zoning boundary to the center line of the street",Final,UNZONED,,UNZONED,Unzoned,,,0,0
152012,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,"Official Digital Zoning Map of July 1, 2010",Final,MU-4,Permits moderate density mixed use development,C-2-A,Mixed-Use Zone,,,0,0
152013,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,"Official Digital Zoning Map of July 1, 2010",Final,MU-4,Permits moderate density mixed use development,C-2-A,Mixed-Use Zone,,,0,0
152014,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,"Official Digital Zoning Map of July 1, 2010",Final,MU-4,Permits moderate density mixed use development,C-2-A,Mixed-Use Zone,,,0,0
152015,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,"Official Digital Zoning Map of July 1, 2010",Final,MU-4,Permits moderate density mixed use development,C-2-A,Mixed-Use Zone,,,0,0
152016,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,"Official Digital Zoning Map of July 1, 2010",Final,MU-4,Permits moderate density mixed use development,C-2-A,Mixed-Use Zone,,,0,0
152017,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-7/,"Official Digital Zoning Map of July 1, 2010",Final,MU-7,Permits medium density mixed-use development,C-3-A,Mixed-Use Zone,,,0,0
152018,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-4/,"Official Digital Zoning Map of July 1, 2010",Final,MU-4,Permits moderate density mixed use development,C-2-A,Mixed-Use Zone,,,0,0
152019,http://handbook.dcoz.dc.gov/zones/production-distribution-and-repair/pdr-3/,Map Correction per official Zoning Map of 1958 ,Final,PDR-3,"Permits high density commercial and production, distribution, and repair activities requiring some heavy machinery",C-M-3,"Production, Distribution, and Repair Zone",,,0,0
152020,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-5A/,"Official Digital Zoning Map of July 1, 2010",Final,MU-5A,"Permits medium density, compact mixed-use development with an emphasis on residential use",C-2-B,Mixed-Use Zone,,,0,0
151887,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-3/,"Official Digital Zoning Map of July 1, 2010",Final,MU-3A,Permits low density mixed use development ,C-1,Mixed-Use Zone,,,0,0
151888,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-3/,"Official Digital Zoning Map of July 1, 2010",Final,MU-3A,Permits low density mixed use development ,C-1,Mixed-Use Zone,,,0,0
151889,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-5A/,"Official Digital Zoning Map of July 1, 2010",Final,MU-5A,"Permits medium density, compact mixed-use development with an emphasis on residential use",C-2-B,Mixed-Use Zone,,,0,0
151890,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-3/,"Official Digital Zoning Map of July 1, 2010",Final,MU-3A,Permits low density mixed use development ,C-1,Mixed-Use Zone,,,0,0
151891,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-7/,"Official Digital Zoning Map of July 1, 2010",Final,MU-7,Permits medium density mixed-use development,C-3-A,Mixed-Use Zone,,,0,0
151892,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-1/,"Official Digital Zoning Map of July 1, 2010",Final,MU-1,Permits moderate density residential and non-residential buildings,SP-1,Mixed-Use Zone,,,0,0
151893,http://handbook.dcoz.dc.gov/,"Official Digital Zoning Map of July 1, 2010",Final,UNZONED,,UNZONED,Unzoned,,,0,0
151894,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-3/,"Official Digital Zoning Map of July 1, 2010",Final,MU-3A,Permits low density mixed use development ,C-1,Mixed-Use Zone,,,0,0
151895,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-4/,"Official Digital Zoning Map of July 1, 2010",Final,RA-4,Permits medium to high-desnity apartments,R-5-D,Residential Apartment Zone,,,0,0
